segmentation,smoothness,curve_complexity,anti_alias,corners,rejection,cluster,lambda_initial,lambda_final,prior0,prior1,prior2,length0,length1,length2,fit_initial,fit_final
2,11,11,0,1,0,0,0.0010999999940395355,11.600564002990723,11.600563544588898,10.021583738168335,14.165385773852003,26.856648224074217,26.856648224074217,26.856648224074217,0.0002,0.1618767755640066
2,11,11,0,1,1,0,0.0010999999940395355,11.600564002990723,11.600563544588898,10.021583738168335,14.165385773852003,26.856648224074217,26.856648224074217,26.856648224074217,0.0002,0.1618767755640066
2,11,11,0,1,2,0,0.0010999999940395355,11.600564002990723,11.600563544588898,10.021583738168335,14.165385773852003,26.856648224074217,26.856648224074217,26.856648224074217,0.0002,0.1618767755640066
2,11,11,1,0,0,0,0.0010999999940395355,11.600564002990723,6.177538417823232,5.336699231206311,7.543358948460338,7.150858470818456,0.7615958096191475,0.6177538417823233,0.0002,0.1618767755640066
2,11,11,1,0,1,0,0.0010999999940395355,11.600564002990723,6.177538417823232,5.336699231206311,7.543358948460338,7.150858470818456,0.7615958096191475,0.6177538417823233,0.0002,0.1618767755640066
2,11,11,1,0,2,0,0.0010999999940395355,11.600564002990723,6.177538417823232,5.336699231206311,7.543358948460338,7.150858470818456,0.7615958096191475,0.6177538417823233,0.0002,0.1618767755640066
2,11,11,1,1,0,0,0.0010999999940395355,11.600564002990723,6.177538417823232,5.336699231206311,7.543358948460338,7.150858470818456,0.7615958096191475,0.6177538417823233,0.0002,0.1618767755640066
2,11,11,1,1,1,0,0.0010999999940395355,11.600564002990723,6.177538417823232,5.336699231206311,7.543358948460338,7.150858470818456,0.7615958096191475,0.6177538417823233,0.0002,0.1618767755640066
2,11,11,1,1,2,0,0.0010999999940395355,11.600564002990723,6.177538417823232,5.336699231206311,7.543358948460338,7.150858470818456,0.7615958096191475,0.6177538417823233,0.0002,0.1618767755640066
3,4,10,0,0,0,1,0.0010000000474974513,6.728653907775879,0.256225724166006,0.07948421838317878,1.2665352501634641,1.6519410534528967,1.6519410534528967,1.6519410534528967,0.00030000000000000003,0.2620409046699976
3,4,10,0,0,1,1,0.0010000000474974513,6.728653907775879,0.256225724166006,0.07948421838317878,1.2665352501634641,1.6519410534528967,1.6519410534528967,1.6519410534528967,0.00030000000000000003,0.2620409046699976
3,4,10,0,0,2,1,0.0010000000474974513,6.728653907775879,0.256225724166006,0.07948421838317878,1.2665352501634641,1.6519410534528967,1.6519410534528967,1.6519410534528967,0.00030000000000000003,0.2620409046699976
3,4,10,0,1,0,1,0.0010000000474974513,6.728653907775879,0.256225724166006,0.07948421838317878,1.2665352501634641,1.6519410534528967,1.6519410534528967,1.6519410534528967,0.00030000000000000003,0.2620409046699976
3,4,10,0,1,1,1,0.0010000000474974513,6.728653907775879,0.256225724166006,0.07948421838317878,1.2665352501634641,1.6519410534528967,1.6519410534528967,1.6519410534528967,0.00030000000000000003,0.2620409046699976
3,4,10,0,1,2,1,0.0010000000474974513,6.728653907775879,0.256225724166006,0.07948421838317878,1.2665352501634641,1.6519410534528967,1.6519410534528967,1.6519410534528967,0.00030000000000000003,0.2620409046699976
3,4,10,1,0,0,1,0.0010000000474974513,6.728653907775879,0.21209168356927224,0.0657933224657568,1.0483787074125368,0.6836998125860022,0.11318695246493873,0.021209168356927224,0.00030000000000000003,0.2620409046699976
3,4,10,1,0,1,1,0.0010000000474974513,6.728653907775879,0.21209168356927224,0.0657933224657568,1.0483787074125368,0.6836998125860022,0.11318695246493873,0.021209168356927224,0.00030000000000000003,0.2620409046699976
3,4,10,1,0,2,1,0.0010000000474974513,6.728653907775879,0.21209168356927224,0.0657933224657568,1.0483787074125368,0.6836998125860022,0.11318695246493873,0.021209168356927224,0.00030000000000000003,0.2620409046699976
3,4,10,1,1,0,1,0.0010000000474974513,6.728653907775879,0.21209168356927224,0.0657933224657568,1.0483787074125368,0.6836998125860022,0.11318695246493873,0.021209168356927224,0.00030000000000000003,0.2620409046699976
3,4,10,1,1,1,1,0.0010000000474974513,6.728653907775879,0.21209168356927224,0.0657933224657568,1.0483787074125368,0.6836998125860022,0.11318695246493873,0.021209168356927224,0.00030000000000000003,0.2620409046699976
3,4,10,1,1,2,1,0.0010000000474974513,6.728653907775879,0.21209168356927224,0.0657933224657568,1.0483787074125368,0.6836998125860022,0.11318695246493873,0.021209168356927224,0.00030000000000000003,0.2620409046699976
4,9,9,0,0,0,0,0.0008999999845400453,3.902808666229248,3.9028087568292342,2.516222768095131,7.106000404519674,12.106969530296436,12.106969530296436,12.106969530296436,0.0004,0.4241833671385445
4,9,9,0,0,1,0,0.0008999999845400453,3.902808666229248,3.9028087568292342,2.516222768095131,7.106000404519674,12.106969530296436,12.106969530296436,12.106969530296436,0.0004,0.4241833671385445
4,9,9,0,0,2,0,0.0008999999845400453,3.902808666229248,3.9028087568292342,2.516222768095131,7.106000404519674,12.106969530296436,12.106969530296436,12.106969530296436,0.0004,0.4241833671385445
4,9,9,0,1,0,0,0.0008999999845400453,3.902808666229248,3.9028087568292342,2.516222768095131,7.106000404519674,12.106969530296436,12.106969530296436,12.106969530296436,0.0004,0.4241833671385445
4,9,9,0,1,1,0,0.0008999999845400453,3.902808666229248,3.9028087568292342,2.516222768095131,7.106000404519674,12.106969530296436,12.106969530296436,12.106969530296436,0.0004,0.4241833671385445
4,9,9,0,1,2,0,0.0008999999845400453,3.902808666229248,3.9028087568292342,2.516222768095131,7.106000404519674,12.106969530296436,12.106969530296436,12.106969530296436,0.0004,0.4241833671385445
4,9,9,1,0,0,0,0.0008999999845400453,3.902808666229248,2.357471031327319,1.5199110829529343,4.292342040316974,3.6565755233193467,0.44174702923897713,0.23574710313273187,0.0004,0.4241833671385445
4,9,9,1,0,1,0,0.0008999999845400453,3.902808666229248,2.357471031327319,1.5199110829529343,4.292342040316974,3.6565755233193467,0.44174702923897713,0.23574710313273187,0.0004,0.4241833671385445
4,9,9,1,0,2,0,0.0008999999845400453,3.902808666229248,2.357471031327319,1.5199110829529343,4.292342040316974,3.6565755233193467,0.44174702923897713,0.23574710313273187,0.0004,0.4241833671385445
4,9,9,1,1,0,0,0.0008999999845400453,3.902808666229248,2.357471031327319,1.5199110829529343,4.292342040316974,3.6565755233193467,0.44174702923897713,0.23574710313273187,0.0004,0.4241833671385445
4,9,9,1,1,1,0,0.0008999999845400453,3.902808666229248,2.357471031327319,1.5199110829529343,4.292342040316974,3.6565755233193467,0.44174702923897713,0.23574710313273187,0.0004,0.4241833671385445
4,9,9,1,1,2,0,0.0008999999845400453,3.902808666229248,2.357471031327319,1.5199110829529343,4.292342040316974,3.6565755233193467,0.44174702923897713,0.23574710313273187,0.0004,0.4241833671385445
5,2,8,0,0,0,1,0.0007999999797903001,2.2637391090393066,0.08620270870085897,0.019956925494548066,0.6353515635707694,0.7446945662442,0.7446945662442,0.7446945662442,0.0005,0.6866543572027077
5,2,8,0,0,1,1,0.0007999999797903001,2.2637391090393066,0.08620270870085897,0.019956925494548066,0.6353515635707694,0.7446945662442,0.7446945662442,0.7446945662442,0.0005,0.6866543572027077
5,2,8,0,0,2,1,0.0007999999797903001,2.2637391090393066,0.08620270870085897,0.019956925494548066,0.6353515635707694,0.7446945662442,0.7446945662442,0.7446945662442,0.0005,0.6866543572027077
5,2,8,0,1,0,1,0.0007999999797903001,2.2637391090393066,0.08620270870085897,0.019956925494548066,0.6353515635707694,0.7446945662442,0.7446945662442,0.7446945662442,0.0005,0.6866543572027077
5,2,8,0,1,1,1,0.0007999999797903001,2.2637391090393066,0.08620270870085897,0.019956925494548066,0.6353515635707694,0.7446945662442,0.7446945662442,0.7446945662442,0.0005,0.6866543572027077
5,2,8,0,1,2,1,0.0007999999797903001,2.2637391090393066,0.08620270870085897,0.019956925494548066,0.6353515635707694,0.7446945662442,0.7446945662442,0.7446945662442,0.0005,0.6866543572027077
5,2,8,1,0,0,1,0.0007999999797903001,2.2637391090393066,0.0809383877820033,0.01873817422860384,0.5965512221738415,0.34960837362424557,0.06565162172439419,0.00809383877820033,0.0005,0.6866543572027077
5,2,8,1,0,1,1,0.0007999999797903001,2.2637391090393066,0.0809383877820033,0.01873817422860384,0.5965512221738415,0.34960837362424557,0.06565162172439419,0.00809383877820033,0.0005,0.6866543572027077
5,2,8,1,0,2,1,0.0007999999797903001,2.2637391090393066,0.0809383877820033,0.01873817422860384,0.5965512221738415,0.34960837362424557,0.06565162172439419,0.00809383877820033,0.0005,0.6866543572027077
5,2,8,1,1,0,1,0.0007999999797903001,2.2637391090393066,0.0809383877820033,0.01873817422860384,0.5965512221738415,0.34960837362424557,0.06565162172439419,0.00809383877820033,0.0005,0.6866543572027077
5,2,8,1,1,1,1,0.0007999999797903001,2.2637391090393066,0.0809383877820033,0.01873817422860384,0.5965512221738415,0.34960837362424557,0.06565162172439419,0.00809383877820033,0.0005,0.6866543572027077
5,2,8,1,1,2,1,0.0007999999797903001,2.2637391090393066,0.0809383877820033,0.01873817422860384,0.5965512221738415,0.34960837362424557,0.06565162172439419,0.00809383877820033,0.0005,0.6866543572027077
6,7,7,0,0,0,0,0.000699999975040555,1.3130323886871338,1.3130324344878836,0.6317740971984855,3.5646923109036197,5.457818488166133,5.457818488166133,5.457818488166133,0.0006000000000000001,1.1115339327094997
6,7,7,0,0,1,0,0.000699999975040555,1.3130323886871338,1.3130324344878836,0.6317740971984855,3.5646923109036197,5.457818488166133,5.457818488166133,5.457818488166133,0.0006000000000000001,1.1115339327094997
6,7,7,0,0,2,0,0.000699999975040555,1.3130323886871338,1.3130324344878836,0.6317740971984855,3.5646923109036197,5.457818488166133,5.457818488166133,5.457818488166133,0.0006000000000000001,1.1115339327094997
6,7,7,0,1,0,0,0.000699999975040555,1.3130323886871338,1.3130324344878836,0.6317740971984855,3.5646923109036197,5.457818488166133,5.457818488166133,5.457818488166133,0.0006000000000000001,1.1115339327094997
6,7,7,0,1,1,0,0.000699999975040555,1.3130323886871338,1.3130324344878836,0.6317740971984855,3.5646923109036197,5.457818488166133,5.457818488166133,5.457818488166133,0.0006000000000000001,1.1115339327094997
6,7,7,0,1,2,0,0.000699999975040555,1.3130323886871338,1.3130324344878836,0.6317740971984855,3.5646923109036197,5.457818488166133,5.457818488166133,5.457818488166133,0.0006000000000000001,1.1115339327094997
6,7,7,1,0,0,0,0.000699999975040555,1.3130323886871338,0.8996576447849661,0.4328761281083057,2.4424398092355144,1.8697817349205381,0.256225724166006,0.08996576447849661,0.0006000000000000001,1.1115339327094997
6,7,7,1,0,1,0,0.000699999975040555,1.3130323886871338,0.8996576447849661,0.4328761281083057,2.4424398092355144,1.8697817349205381,0.256225724166006,0.08996576447849661,0.0006000000000000001,1.1115339327094997
6,7,7,1,0,2,0,0.000699999975040555,1.3130323886871338,0.8996576447849661,0.4328761281083057,2.4424398092355144,1.8697817349205381,0.256225724166006,0.08996576447849661,0.0006000000000000001,1.1115339327094997
6,7,7,1,1,0,0,0.000699999975040555,1.3130323886871338,0.8996576447849661,0.4328761281083057,2.4424398092355144,1.8697817349205381,0.256225724166006,0.08996576447849661,0.0006000000000000001,1.1115339327094997
6,7,7,1,1,1,0,0.000699999975040555,1.3130323886871338,0.8996576447849661,0.4328761281083057,2.4424398092355144,1.8697817349205381,0.256225724166006,0.08996576447849661,0.0006000000000000001,1.1115339327094997
6,7,7,1,1,2,0,0.000699999975040555,1.3130323886871338,0.8996576447849661,0.4328761281083057,2.4424398092355144,1.8697817349205381,0.256225724166006,0.08996576447849661,0.0006000000000000001,1.1115339327094997
7,12,6,0,0,0,1,0.0006000000284984708,0.7615957856178284,20.00000000000001,20.0,20.000000000000014,40.00000000000001,40.00000000000001,40.00000000000001,0.0007,1.7993152895699323
7,12,6,0,0,1,1,0.0006000000284984708,0.7615957856178284,20.00000000000001,20.0,20.000000000000014,40.00000000000001,40.00000000000001,40.00000000000001,0.0007,1.7993152895699323
7,12,6,0,0,2,1,0.0006000000284984708,0.7615957856178284,20.00000000000001,20.0,20.000000000000014,40.00000000000001,40.00000000000001,40.00000000000001,0.0007,1.7993152895699323
7,12,6,0,1,0,1,0.0006000000284984708,0.7615957856178284,20.00000000000001,20.0,20.000000000000014,40.00000000000001,40.00000000000001,40.00000000000001,0.0007,1.7993152895699323
7,12,6,0,1,1,1,0.0006000000284984708,0.7615957856178284,20.00000000000001,20.0,20.000000000000014,40.00000000000001,40.00000000000001,40.00000000000001,0.0007,1.7993152895699323
7,12,6,0,1,2,1,0.0006000000284984708,0.7615957856178284,20.00000000000001,20.0,20.000000000000014,40.00000000000001,40.00000000000001,40.00000000000001,0.0007,1.7993152895699323
7,12,6,1,0,0,1,0.0006000000284984708,0.7615957856178284,9.999999999999998,10.0,10.000000000000007,10.000000000000002,1.0000000000000002,0.9999999999999998,0.0007,1.7993152895699323
7,12,6,1,0,1,1,0.0006000000284984708,0.7615957856178284,9.999999999999998,10.0,10.000000000000007,10.000000000000002,1.0000000000000002,0.9999999999999998,0.0007,1.7993152895699323
7,12,6,1,0,2,1,0.0006000000284984708,0.7615957856178284,9.999999999999998,10.0,10.000000000000007,10.000000000000002,1.0000000000000002,0.9999999999999998,0.0007,1.7993152895699323
7,12,6,1,1,0,1,0.0006000000284984708,0.7615957856178284,9.999999999999998,10.0,10.000000000000007,10.000000000000002,1.0000000000000002,0.9999999999999998,0.0007,1.7993152895699323
7,12,6,1,1,1,1,0.0006000000284984708,0.7615957856178284,9.999999999999998,10.0,10.000000000000007,10.000000000000002,1.0000000000000002,0.9999999999999998,0.0007,1.7993152895699323
7,12,6,1,1,2,1,0.0006000000284984708,0.7615957856178284,9.999999999999998,10.0,10.000000000000007,10.000000000000002,1.0000000000000002,0.9999999999999998,0.0007,1.7993152895699323
8,5,5,0,0,0,0,0.0005000000237487257,0.4417470395565033,0.44174702923897713,0.15862606242654864,1.7882114477974502,2.4603830525241834,2.4603830525241834,2.4603830525241834,0.0008,2.912673572985975
8,5,5,0,0,1,0,0.0005000000237487257,0.4417470395565033,0.44174702923897713,0.15862606242654864,1.7882114477974502,2.4603830525241834,2.4603830525241834,2.4603830525241834,0.0008,2.912673572985975
8,5,5,0,0,2,0,0.0005000000237487257,0.4417470395565033,0.44174702923897713,0.15862606242654864,1.7882114477974502,2.4603830525241834,2.4603830525241834,2.4603830525241834,0.0008,2.912673572985975
8,5,5,0,1,0,0,0.0005000000237487257,0.4417470395565033,0.44174702923897713,0.15862606242654864,1.7882114477974502,2.4603830525241834,2.4603830525241834,2.4603830525241834,0.0008,2.912673572985975
8,5,5,0,1,1,0,0.0005000000237487257,0.4417470395565033,0.44174702923897713,0.15862606242654864,1.7882114477974502,2.4603830525241834,2.4603830525241834,2.4603830525241834,0.0008,2.912673572985975
8,5,5,0,1,2,0,0.0005000000237487257,0.4417470395565033,0.44174702923897713,0.15862606242654864,1.7882114477974502,2.4603830525241834,2.4603830525241834,2.4603830525241834,0.0008,2.912673572985975
8,5,5,1,0,0,0,0.0005000000237487257,0.4417470395565033,0.34332717860135387,0.12328467394420663,1.3898035537955133,0.9561087181015748,0.14861813974730292,0.034332717860135385,0.0008,2.912673572985975
8,5,5,1,0,1,0,0.0005000000237487257,0.4417470395565033,0.34332717860135387,0.12328467394420663,1.3898035537955133,0.9561087181015748,0.14861813974730292,0.034332717860135385,0.0008,2.912673572985975
8,5,5,1,0,2,0,0.0005000000237487257,0.4417470395565033,0.34332717860135387,0.12328467394420663,1.3898035537955133,0.9561087181015748,0.14861813974730292,0.034332717860135385,0.0008,2.912673572985975
8,5,5,1,1,0,0,0.0005000000237487257,0.4417470395565033,0.34332717860135387,0.12328467394420663,1.3898035537955133,0.9561087181015748,0.14861813974730292,0.034332717860135385,0.0008,2.912673572985975
8,5,5,1,1,1,0,0.0005000000237487257,0.4417470395565033,0.34332717860135387,0.12328467394420663,1.3898035537955133,0.9561087181015748,0.14861813974730292,0.034332717860135385,0.0008,2.912673572985975
8,5,5,1,1,2,0,0.0005000000237487257,0.4417470395565033,0.34332717860135387,0.12328467394420663,1.3898035537955133,0.9561087181015748,0.14861813974730292,0.034332717860135385,0.0008,2.912673572985975
9,10,4,0,0,0,1,0.00039999998989515007,0.25622573494911194,6.728653727602239,5.021607031056001,10.032907706102433,18.0319888457917,18.0319888457917,18.0319888457917,0.0009000000000000001,4.714942062654638
9,10,4,0,0,1,1,0.00039999998989515007,0.25622573494911194,6.728653727602239,5.021607031056001,10.032907706102433,18.0319888457917,18.0319888457917,18.0319888457917,0.0009000000000000001,4.714942062654638
9,10,4,0,0,2,1,0.00039999998989515007,0.25622573494911194,6.728653727602239,5.021607031056001,10.032907706102433,18.0319888457917,18.0319888457917,18.0319888457917,0.0009000000000000001,4.714942062654638
9,10,4,0,1,0,1,0.00039999998989515007,0.25622573494911194,6.728653727602239,5.021607031056001,10.032907706102433,18.0319888457917,18.0319888457917,18.0319888457917,0.0009000000000000001,4.714942062654638
9,10,4,0,1,1,1,0.00039999998989515007,0.25622573494911194,6.728653727602239,5.021607031056001,10.032907706102433,18.0319888457917,18.0319888457917,18.0319888457917,0.0009000000000000001,4.714942062654638
9,10,4,0,1,2,1,0.00039999998989515007,0.25622573494911194,6.728653727602239,5.021607031056001,10.032907706102433,18.0319888457917,18.0319888457917,18.0319888457917,0.0009000000000000001,4.714942062654638
9,10,4,1,0,0,1,0.00039999998989515007,0.25622573494911194,3.8161980903681982,2.848035868435804,5.690226422531669,5.113477686967605,0.5800281772294446,0.3816198090368198,0.0009000000000000001,4.714942062654638
9,10,4,1,0,1,1,0.00039999998989515007,0.25622573494911194,3.8161980903681982,2.848035868435804,5.690226422531669,5.113477686967605,0.5800281772294446,0.3816198090368198,0.0009000000000000001,4.714942062654638
9,10,4,1,0,2,1,0.00039999998989515007,0.25622573494911194,3.8161980903681982,2.848035868435804,5.690226422531669,5.113477686967605,0.5800281772294446,0.3816198090368198,0.0009000000000000001,4.714942062654638
9,10,4,1,1,0,1,0.00039999998989515007,0.25622573494911194,3.8161980903681982,2.848035868435804,5.690226422531669,5.113477686967605,0.5800281772294446,0.3816198090368198,0.0009000000000000001,4.714942062654638
9,10,4,1,1,1,1,0.00039999998989515007,0.25622573494911194,3.8161980903681982,2.848035868435804,5.690226422531669,5.113477686967605,0.5800281772294446,0.3816198090368198,0.0009000000000000001,4.714942062654638
9,10,4,1,1,2,1,0.00039999998989515007,0.25622573494911194,3.8161980903681982,2.848035868435804,5.690226422531669,5.113477686967605,0.5800281772294446,0.3816198090368198,0.0009000000000000001,4.714942062654638
10,3,3,0,0,0,0,0.0003000000142492354,0.14861814677715302,0.14861813974730292,0.03982788751949426,0.897048020737381,1.1091399939872746,1.1091399939872746,1.1091399939872746,0.001,7.6323961807363965
10,3,3,0,0,1,0,0.0003000000142492354,0.14861814677715302,0.14861813974730292,0.03982788751949426,0.897048020737381,1.1091399939872746,1.1091399939872746,1.1091399939872746,0.001,7.6323961807363965
10,3,3,0,0,2,0,0.0003000000142492354,0.14861814677715302,0.14861813974730292,0.03982788751949426,0.897048020737381,1.1091399939872746,1.1091399939872746,1.1091399939872746,0.001,7.6323961807363965
10,3,3,0,1,0,0,0.0003000000142492354,0.14861814677715302,0.14861813974730292,0.03982788751949426,0.897048020737381,1.1091399939872746,1.1091399939872746,1.1091399939872746,0.001,7.6323961807363965
10,3,3,0,1,1,0,0.0003000000142492354,0.14861814677715302,0.14861813974730292,0.03982788751949426,0.897048020737381,1.1091399939872746,1.1091399939872746,1.1091399939872746,0.001,7.6323961807363965
10,3,3,0,1,2,0,0.0003000000142492354,0.14861814677715302,0.14861813974730292,0.03982788751949426,0.897048020737381,1.1091399939872746,1.1091399939872746,1.1091399939872746,0.001,7.6323961807363965
10,3,3,1,0,0,0,0.0003000000142492354,0.14861814677715302,0.1310204523349988,0.035111917342151314,0.7908296903935644,0.48890405963276035,0.08620270870085897,0.013102045233499879,0.001,7.6323961807363965
10,3,3,1,0,1,0,0.0003000000142492354,0.14861814677715302,0.1310204523349988,0.035111917342151314,0.7908296903935644,0.48890405963276035,0.08620270870085897,0.013102045233499879,0.001,7.6323961807363965
10,3,3,1,0,2,0,0.0003000000142492354,0.14861814677715302,0.1310204523349988,0.035111917342151314,0.7908296903935644,0.48890405963276035,0.08620270870085897,0.013102045233499879,0.001,7.6323961807363965
10,3,3,1,1,0,0,0.0003000000142492354,0.14861814677715302,0.1310204523349988,0.035111917342151314,0.7908296903935644,0.48890405963276035,0.08620270870085897,0.013102045233499879,0.001,7.6323961807363965
10,3,3,1,1,1,0,0.0003000000142492354,0.14861814677715302,0.1310204523349988,0.035111917342151314,0.7908296903935644,0.48890405963276035,0.08620270870085897,0.013102045233499879,0.001,7.6323961807363965
10,3,3,1,1,2,0,0.0003000000142492354,0.14861814677715302,0.1310204523349988,0.035111917342151314,0.7908296903935644,0.48890405963276035,0.08620270870085897,0.013102045233499879,0.001,7.6323961807363965
11,8,2,0,0,0,1,0.00019999999494757503,0.0862027108669281,2.2637390492987755,1.260826858717554,5.0329618519584765,8.128815543368903,8.128815543368903,8.128815543368903,0.0011,12.355076835646464
11,8,2,0,0,1,1,0.00019999999494757503,0.0862027108669281,2.2637390492987755,1.260826858717554,5.0329618519584765,8.128815543368903,8.128815543368903,8.128815543368903,0.0011,12.355076835646464
11,8,2,0,0,2,1,0.00019999999494757503,0.0862027108669281,2.2637390492987755,1.260826858717554,5.0329618519584765,8.128815543368903,8.128815543368903,8.128815543368903,0.0011,12.355076835646464
11,8,2,0,1,0,1,0.00019999999494757503,0.0862027108669281,2.2637390492987755,1.260826858717554,5.0329618519584765,8.128815543368903,8.128815543368903,8.128815543368903,0.0011,12.355076835646464
11,8,2,0,1,1,1,0.00019999999494757503,0.0862027108669281,2.2637390492987755,1.260826858717554,5.0329618519584765,8.128815543368903,8.128815543368903,8.128815543368903,0.0011,12.355076835646464
11,8,2,0,1,2,1,0.00019999999494757503,0.0862027108669281,2.2637390492987755,1.260826858717554,5.0329618519584765,8.128815543368903,8.128815543368903,8.128815543368903,0.0011,12.355076835646464
11,8,2,1,0,0,1,0.00019999999494757503,0.0862027108669281,1.4563367864929875,0.8111308307896872,3.2378676739677568,2.614765405511559,0.336432686380112,0.14563367864929874,0.0011,12.355076835646464
11,8,2,1,0,1,1,0.00019999999494757503,0.0862027108669281,1.4563367864929875,0.8111308307896872,3.2378676739677568,2.614765405511559,0.336432686380112,0.14563367864929874,0.0011,12.355076835646464
11,8,2,1,0,2,1,0.00019999999494757503,0.0862027108669281,1.4563367864929875,0.8111308307896872,3.2378676739677568,2.614765405511559,0.336432686380112,0.14563367864929874,0.0011,12.355076835646464
11,8,2,1,1,0,1,0.00019999999494757503,0.0862027108669281,1.4563367864929875,0.8111308307896872,3.2378676739677568,2.614765405511559,0.336432686380112,0.14563367864929874,0.0011,12.355076835646464
11,8,2,1,1,1,1,0.00019999999494757503,0.0862027108669281,1.4563367864929875,0.8111308307896872,3.2378676739677568,2.614765405511559,0.336432686380112,0.14563367864929874,0.0011,12.355076835646464
11,8,2,1,1,2,1,0.00019999999494757503,0.0862027108669281,1.4563367864929875,0.8111308307896872,3.2378676739677568,2.614765405511559,0.336432686380112,0.14563367864929874,0.0011,12.355076835646464
12,1,1,0,0,0,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.5,0.5,0.5,0.0012000000000000001,19.999999999999996
12,1,1,0,0,1,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.5,0.5,0.5,0.0012000000000000001,19.999999999999996
12,1,1,0,0,2,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.5,0.5,0.5,0.0012000000000000001,19.999999999999996
12,1,1,0,1,0,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.5,0.5,0.5,0.0012000000000000001,19.999999999999996
12,1,1,0,1,1,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.5,0.5,0.5,0.0012000000000000001,19.999999999999996
12,1,1,0,1,2,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.5,0.5,0.5,0.0012000000000000001,19.999999999999996
12,1,1,1,0,0,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.25,0.05,0.005,0.0012000000000000001,19.999999999999996
12,1,1,1,0,1,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.25,0.05,0.005,0.0012000000000000001,19.999999999999996
12,1,1,1,0,2,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.25,0.05,0.005,0.0012000000000000001,19.999999999999996
12,1,1,1,1,0,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.25,0.05,0.005,0.0012000000000000001,19.999999999999996
12,1,1,1,1,1,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.25,0.05,0.005,0.0012000000000000001,19.999999999999996
12,1,1,1,1,2,0,9.999999747378752e-05,0.05000000074505806,0.05,0.01,0.45,0.25,0.05,0.005,0.0012000000000000001,19.999999999999996
