case,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,g0,g1,g2,g3,h00,h01,h02,h03,h10,h11,h12,h13,h20,h21,h22,h23,h30,h31,h32,h33,sample_0_t,sample_0_x,sample_0_y,sample_1_t,sample_1_x,sample_1_y,sample_2_t,sample_2_x,sample_2_y,sample_3_t,sample_3_x,sample_3_y,sample_4_t,sample_4_x,sample_4_y,sample_5_t,sample_5_x,sample_5_y,sample_6_t,sample_6_x,sample_6_y,sample_7_t,sample_7_x,sample_7_y
10,5.302368404783465,-95.45619449389042,52.012526742777396,4.758650388840181,0.46201179459521313,94.20095887381689,-77.8064497644046,77.84485948426126,-43.723940474631796,105.93725619728839,4.837136535726548,198.68203666183302,0.9897944589845944,0.0,1.1974667642699515,0.0,0.0,0.9897944589845944,0.0,1.1974667642699515,1.1974667642699515,0.0,2.1795157459454986,0.0,0.0,1.1974667642699515,0.0,2.1795157459454986,0.24722749366682184,73.07161914909469,-96.95315736759413,0.6983005182538021,-91.61713877562032,41.62784118642924,0.6033262141556157,-42.22484338371031,73.45975363242945,0.8943104144587474,-60.86084594217767,18.307621024042504,0.732635293948064,-5.757373879576178,78.44809779224892,0.6344703923006867,68.37969297458446,-60.58760235472462,0.8828502947250452,-66.57039208652719,-59.2789968212992,0.5541665226737253,22.601430065105816,81.87694348226907
11,-45.37969487397202,25.786781866753785,-94.75190893538317,-58.579601476264884,-81.86814388344354,-67.01710591455867,-23.34527315377106,-52.08405534902736,-216.56335915601423,-146.73635072922468,-174.9564112627086,-178.17124324201959,1.5762690839369087,0.0,1.2462493115238287,0.0,0.0,1.5762690839369087,0.0,1.2462493115238287,1.2462493115238287,0.0,1.4951214305693643,0.0,0.0,1.2462493115238287,0.0,1.4951214305693643,0.03164453200614492,1.264164557744678,13.339642122585985,0.4502605634195148,-71.75284364486049,10.556024229549351,0.4953253413946921,53.1643095580807,20.915694612514343,0.45058441628866375,10.51938555929874,35.167419839326215,0.7755961843550859,-63.00181129564297,-57.965926651125386,0.11803506802499208,-92.61175526455534,-27.90309501228026,0.7622896139811982,-57.92536688850587,-5.657432373268506,0.3318151160768572,-10.890319174411616,-56.00051071973593
12,1.5985030292286808,64.58959965019727,-18.687509304981177,38.755213097493,99.22892122046508,-9.09976199841877,-64.69525863848942,-87.90251037073415,122.85029282161608,-64.94909325104638,30.680377395166744,-154.54460229562892,0.9580178125,0.0,0.7998046875,0.0,0.0,0.9580178125,0.0,0.7998046875,0.7998046875,0.0,0.9580178125,0.0,0.0,0.7998046875,0.0,0.9580178125,0.0,15.414532450254086,-4.472057802991671,1.0,-21.529869761311332,-28.443701465941928,0.5,20.930714814987738,14.336879067444428,0.5,-65.79752008151794,92.43941886307198,0.25,-84.76510450037694,-1.3841949763083932,0.75,85.32467833219317,82.48757855010976,0.0,-24.430371025077037,-14.472267875341032,1.0,49.829979439889314,15.666497831571618
13,62.93160074140829,47.28246418558436,-50.91008524081002,58.02888447429072,-65.5180963238266,96.67273158528192,-92.7383609802911,94.38027786965202,36.84246969668272,41.000748536578286,0.37214615855235067,0.41414897511695237,0.013842582543999997,0.0,0.00013972305599999998,0.0,0.0,0.013842582543999997,0.0,0.00013972305599999998,0.00013972305599999998,0.0,1.1411344e-05,0.0,0.0,0.00013972305599999998,0.0,1.1411344e-05,0.01,-41.69407288079996,75.23959157865144,0.01,58.475205314703715,-59.573279574001226,0.01,-92.8807077464781,-87.69845123788838,0.01,12.960414813342467,-17.63620927122392,0.01,62.45010097519946,-80.93340772682541,0.01,-62.7546999825199,-95.75366935897299,0.01,-98.95221770934552,37.55595125015191,0.01,12.255360132195221,-87.51576498126099
14,21.862255033129358,39.31468915647778,-71.21044299807369,-81.32315010904851,58.131972404590925,19.564365185282284,19.035875779667606,43.01305337642478,-70.71113668669872,-22.42578362022425,28.153979596381507,-57.49037368113123,1.4412754645515233,0.0,1.234207609103703,0.0,0.0,1.4412754645515233,0.0,1.234207609103703,1.234207609103703,0.0,1.6548705428373809,0.0,0.0,1.234207609103703,0.0,1.6548705428373809,0.7015311225037525,-55.43515229346782,4.014859786754869,0.4756610623170282,27.55536681913857,-12.02845125022695,0.16090480218781045,42.8397236867967,-86.21956096902761,0.25161959937524625,76.4051586755611,69.19288665160735,0.5642281343309149,12.590412228155131,11.55814138020088,0.5294957521933599,-61.803958524411584,-34.68536608802164,0.7933222686667741,64.7273385738938,87.00603514330791,0.9983661352735645,56.49186546085838,17.335602969451486
15,-27.297256524047157,-64.25268763107644,-42.00276971069636,-33.24908695339384,35.58268424548294,-46.32376860521408,-44.301794497425504,87.2993023202988,1.5768358894165928,-216.26014154713636,-2.810225209659377,-163.46316289210066,1.805989687473729,0.0,1.1724591449426165,0.0,0.0,1.805989687473729,0.0,1.1724591449426165,1.1724591449426165,0.0,1.3183932488317178,0.0,0.0,1.1724591449426165,0.0,1.3183932488317178,0.8664296241866308,81.21117420008574,86.74287659342716,0.5950991062220284,-69.71531278093545,-8.420374276136116,0.3050425806688961,84.19102656508696,-98.49347355771829,0.6521339016674824,-60.687488914126945,87.82370417860074,0.36338651818712076,-51.135153837942624,73.10561520598796,0.9351486378056585,50.03554920477157,-48.21712525191331,0.30976593357289073,-64.26403946695146,61.89596345471699,0.2390123531064311,-0.6672807844710889,-18.505109848175465
16,92.24642267333255,26.72248239015282,-70.16837523585693,15.828166747972688,-1.0555925267217106,-55.53973220244739,34.71909042867023,36.036274367525664,23.825770380004016,-26.91262642784746,-51.37520759300616,-82.69623860498841,0.9580178125,0.0,0.7998046875,0.0,0.0,0.9580178125,0.0,0.7998046875,0.7998046875,0.0,0.9580178125,0.0,0.0,0.7998046875,0.0,0.9580178125,0.0,75.40857503612898,23.25371796176124,1.0,7.051034902197301,9.792467724536607,0.5,-43.291459255032635,-92.30990604731697,0.5,27.221377681880796,96.96733765630563,0.25,-48.63057740085519,-2.667479209755939,0.75,81.12754151926868,80.21489329394115,0.0,-99.02049535705231,7.835482534848765,1.0,1.2340551632155723,-86.46478158432092
17,-52.05569403458674,39.57113233715276,-57.01127524996803,69.57681745154693,-4.916669258340491,47.877075789424254,-39.25916310309332,-60.485702975506996,-0.08978758529299916,-0.2837056724375119,-8.888970944006907,-28.086861571313655,1.1411344000000006e-05,0.0,0.00013972305600000036,0.0,0.0,1.1411344000000006e-05,0.0,0.00013972305600000036,0.00013972305600000036,0.0,0.013842582544000021,0.0,0.0,0.00013972305600000036,0.0,0.013842582544000021,0.99,39.4665307061438,-62.315370090451026,0.99,-5.830392466109686,64.08834691366309,0.99,-97.23409488114247,-82.82052885378795,0.99,-80.88931929450351,-13.49457397323792,0.99,75.7342763907416,51.840537296054094,0.99,48.4869942721445,52.59766560348177,0.99,-83.52122495199097,11.559803332035145,0.99,-51.0926262202853,-1.9231715888661256
18,-11.926983245542772,88.97881588463491,89.50647164662172,-80.0460397271953,-94.30256607739813,16.755046506855237,-92.99841667577036,-39.27137244761558,-127.07937714642077,-34.18559808342265,-289.26035468963784,-228.26246004081378,1.4009887650835442,0.0,1.1999403438208145,0.0,0.0,1.4009887650835442,0.0,1.1999403438208145,1.1999403438208145,0.0,1.705811999037692,0.0,0.0,1.1999403438208145,0.0,1.705811999037692,0.5193091072415046,35.476635633325685,48.595395399900184,0.277825621547357,-9.928912776705715,-26.056742163046337,0.13224849938683048,82.33966983837863,-94.45515575743299,0.895821693673902,41.084299198613195,-34.34625994358747,0.48544985817534814,60.38067938728415,4.534217179595217,0.5387378176339993,-79.87605817505381,25.24939566554771,0.8047143842322042,96.94036572521304,96.55513531572305,0.7633412460189406,-12.378870444237037,54.7969857159043
19,76.22083135822672,-58.833102398905226,29.443975309063262,-47.58331249327925,90.6895106072532,-73.3411531546347,62.625206552871134,-85.73687745460059,272.3605285122669,-204.79802996353314,433.18387882135244,-446.3927064726404,0.5231314644825149,0.0,0.7954992316177074,0.0,0.0,0.5231314644825149,0.0,0.7954992316177074,0.7954992316177074,0.0,1.7313904379005813,0.0,0.0,0.7954992316177074,0.0,1.7313904379005813,0.728112661640225,40.53334863558442,-5.085591880812302,0.8206706126583463,30.482286668310508,94.28060190818732,0.5640178004838217,-82.0095473342811,-8.354477746740343,0.06734428248453306,-33.51601823336023,34.634582200489234,0.017014767404829212,-73.65897927960827,-65.40663929579162,0.8075374251040268,-89.77745915892345,27.67350104788946,0.9141354569394086,41.50751761433105,3.3481543172729147,0.5980993405392614,-75.71032597113916,43.466981404148584
20,-55.3099215447459,-12.004385401931202,49.982592750875654,21.35082442298713,91.82529756217687,58.50319952598562,-32.23926055526576,-82.437481571661,60.693133189054635,189.10140875290568,133.00002436456393,202.11330280261697,0.9580178125,0.0,0.7998046875,0.0,0.0,0.9580178125,0.0,0.7998046875,0.7998046875,0.0,0.9580178125,0.0,0.0,0.7998046875,0.0,0.9580178125,0.0,39.064728089441076,-16.286207857481344,1.0,18.230733718249,55.40811355835157,0.5,-3.8277062915717863,-94.65298023845226,0.5,-30.297780412481856,-72.95180386582973,0.25,67.41141081888452,-15.501897797398527,0.75,-39.993456737977255,-56.79849370700858,0.0,25.469253984028924,-83.12495279147177,1.0,57.69771964266863,99.40849226679828
21,-78.25848730314151,70.10875418316965,-22.420788254685206,97.92463656606014,38.94569024057114,-26.23068123687422,-28.034870978027143,67.07004493293161,-48.498469512800845,43.057727619189826,-0.4898835304323318,0.43492654160797806,0.013842582543999997,0.0,0.00013972305599999998,0.0,0.0,0.013842582543999997,0.0,0.00013972305599999998,0.00013972305599999998,0.0,1.1411344e-05,0.0,0.0,0.00013972305599999998,0.0,1.1411344e-05,0.01,88.2003082285396,33.69027869587066,0.01,75.56867491560396,-63.34078759436545,0.01,20.151881633621755,-71.30035951966873,0.01,81.65057963543876,-46.72957221949958,0.01,-38.37617525397947,1.8233897795715706,0.01,-55.24014711069671,5.621759991251565,0.01,78.72112431573791,31.432056531870245,0.01,-38.61115075107047,-56.212260886868016
22,39.36831153678975,31.087370313312874,91.8503319500953,-35.195884307875076,24.303652396598025,31.071375864735927,-84.45679619700468,-87.7654488305436,215.65743585904437,200.28999675520134,117.63798712001235,144.58663626367346,1.8046870852945571,0.0,0.9377184183432792,0.0,0.0,1.8046870852945571,0.0,0.9377184183432792,0.9377184183432792,0.0,1.0241613674735157,0.0,0.0,0.9377184183432792,0.0,1.0241613674735157,0.34635813440260466,-77.38465944896478,15.498347704559805,0.14074030137057336,79.87820761037224,-69.36651433716585,0.17550759038337105,43.41753213891715,-57.37053712197822,0.3478203633849045,19.84061794743201,-47.43391372466104,0.8014368500368008,39.116063348868465,-87.02700928576024,0.760641781435834,-60.419461100168604,-77.13119811632885,0.38045599446203515,-46.24562403148749,-72.42464192352278,0.10641060015985415,72.03271324230434,12.218334691790659
23,78.71559542898308,-77.83270204950699,47.86889561299364,-85.6746382528005,-97.48680854871799,41.800398524409616,-6.270653935683754,88.30103357700597,-33.1417147680384,-203.35983017151136,15.508633982167456,0.4895313659565943,1.5134506144003546,0.0,0.8593057731459302,0.0,0.0,1.5134506144003546,0.0,0.8593057731459302,0.8593057731459302,0.0,0.8691579070515634,0.0,0.0,0.8593057731459302,0.0,0.8691579070515634,0.8340027532404735,-66.75569932239789,0.7337738120031645,0.24441211081316594,63.492712574312094,-47.42460000726296,0.327206891686183,14.25467274459092,22.7769273842044,0.39850912228221225,7.552905970612841,41.880691628516445,0.8881992099574545,-83.5399831832864,-39.9265356931757,0.9484110352126481,60.47534370217596,-9.910768346897967,0.38415509742511944,48.42952066094037,47.15906898336954,0.9788137026800555,-61.271509395869785,53.541634348166184
24,-58.08489094827722,-78.24302286211993,84.5776462510618,-53.93260037791392,-90.2026699428285,-15.086032652631843,99.21572551271657,-10.416310982250494,-114.74585654974882,-231.13264344131153,-152.14009820150756,-219.77898820184285,0.9580178125,0.0,0.7998046875,0.0,0.0,0.9580178125,0.0,0.7998046875,0.7998046875,0.0,0.9580178125,0.0,0.0,0.7998046875,0.0,0.9580178125,0.0,0.571924775555857,-58.89981756539231,1.0,98.54637765570976,24.929835058666498,0.5,82.5551539490057,78.27075218502421,0.5,33.05062054741791,1.5154454830507404,0.25,12.390891287801821,49.97481775317067,0.75,93.61595462089775,68.27074064582555,0.0,90.20555793215783,-44.55634310116974,1.0,-13.660320888161664,50.19558544676096
25,83.61184496020869,-37.9201659190626,77.80406730750192,-12.929695587020618,-47.46968250423107,56.34567125685487,8.460225366145991,80.39034466863683,0.029789057364234414,0.3532304660145206,2.949116679059205,34.96981613543751,1.1411344000000006e-05,0.0,0.00013972305600000036,0.0,0.0,1.1411344000000006e-05,0.0,0.00013972305600000036,0.00013972305600000036,0.0,0.013842582544000021,0.0,0.0,0.00013972305600000036,0.0,0.013842582544000021,0.99,84.73707227002208,37.80635311915785,0.99,-68.37321155901475,92.66558909059853,0.99,6.064255664065897,0.39812675377855555,0.99,48.50906859097691,18.095205958464632,0.99,-98.59089765900283,73.27470580462725,0.99,71.4272098662619,-47.025808364779294,0.99,-49.2580597809781,-69.16433095340741,0.99,10.025742846727866,-63.46972741721923
26,43.65831846456226,-73.26882893618254,35.649764774452706,-92.59739712008998,80.17336857441416,49.18398762861477,-35.70863423550141,-22.46217462036995,307.56979737449416,-369.35425655174475,194.8633523245822,-113.96881747558783,1.7212244648096269,0.0,0.9759234089627706,0.0,0.0,1.7212244648096269,0.0,0.9759234089627706,0.9759234089627706,0.0,1.1148623759564549,0.0,0.0,0.9759234089627706,0.0,1.1148623759564549,0.09428959389914582,-45.52562647778484,49.40692947928173,0.16937351486716334,17.95350661485797,37.62027975784338,0.7188297582480377,27.643704339585156,-6.888703059740749,0.32331623512102536,-14.147988003780014,87.75779060742241,0.7877517366222657,-86.01647110533155,-58.40963575373246,0.1215167075720176,-65.40167091428322,-86.0262639503464,0.44399624230739587,-7.09256870253661,23.05188397219267,0.33686021284427603,-33.09656441489872,37.90126822275573
27,-16.377297875936293,-0.006692902522203781,-29.020708841195983,-20.84938683661757,22.800740231780352,11.602042337248662,-98.84039234395647,-63.722326172667174,-223.780696080393,-39.76635972602198,-70.324545437226,-37.4559496588652,1.527058206297274,0.0,0.3919714998142819,0.0,0.0,1.527058206297274,0.0,0.3919714998142819,0.3919714998142819,0.0,0.13076492835543183,0.0,0.0,0.3919714998142819,0.0,0.13076492835543183,0.10870544388640624,13.895944912859548,-20.834008860080175,0.9749922279664472,-36.38709053966189,-22.104157215675983,0.23894392671084164,49.05622807320134,-29.2268358358388,0.12485132625225115,13.682727697506962,-67.63680870819465,0.1944078404372045,34.63682178376564,79.90560829494365,0.2620465162931416,37.65884500489821,95.26002545211739,0.1605321337149932,48.86058102057288,-86.01162201721647,0.9753226744136363,-51.17145813236492,-10.188142911351889
28,-87.83479742955448,-89.068484625958,-13.997324505935225,73.17404928369771,-15.923664205887022,-10.608190938779245,88.96526240835576,-40.54173806695292,-10.524447641109262,-94.83488365702667,79.72422144611507,-27.91059083314058,0.9580178125,0.0,0.7998046875,0.0,0.0,0.9580178125,0.0,0.7998046875,0.7998046875,0.0,0.9580178125,0.0,0.0,0.7998046875,0.0,0.9580178125,0.0,26.702514445327694,-91.30591663264602,1.0,62.30119852958833,-54.67449369877209,0.5,-22.912095577941045,62.43264870236854,0.5,-47.608634257171275,53.58405491675401,0.25,37.897711032803755,37.54785439856519,0.75,-51.26112607594433,-85.2784304502081,0.0,78.73464781959339,-37.2326584869231,1.0,-16.107779329199133,6.955873563994302
29,-66.87811212028484,-3.796024730902815,-94.78623881931196,-78.93164627103721,-21.653466116213977,-23.44341707717787,-50.0232307039652,-39.6190298381014,-0.076862045193263,-0.2350648645998887,-7.60934247413303,-23.27142159538896,1.1411344000000006e-05,0.0,0.00013972305600000036,0.0,0.0,1.1411344000000006e-05,0.0,0.00013972305600000036,0.00013972305600000036,0.0,0.013842582544000021,0.0,0.0,0.00013972305600000036,0.0,0.013842582544000021,0.99,34.69056279339199,-7.470530183871958,0.99,2.071788644912573,64.99727797048439,0.99,-85.04478603039325,68.94017733750258,0.99,-37.873615444582164,7.974738644474684,0.99,-51.84564757481365,-10.818678614717143,0.99,-60.093272351934665,28.279622744703715,0.99,30.75109512152855,-37.185248229283594,0.99,-96.87783055053463,-32.22573094462496
30,-29.818007302182508,-26.53554608566786,-97.14926500331933,-77.93900271960644,94.96148355423176,66.34094481719697,-99.26826769571923,25.03494327886588,-183.28305840882035,-33.93941571946377,-156.46058619340562,-16.495745739393033,1.5956487389628171,0.0,0.9034290107807165,0.0,0.0,1.5956487389628171,0.0,0.9034290107807165,0.9034290107807165,0.0,1.0347488510098997,0.0,0.0,0.9034290107807165,0.0,1.0347488510098997,0.2758882349127144,-86.53182584051086,80.01573586003394,0.4368373126749474,-25.089857706227136,-76.71348310583986,0.9430778635945636,37.78846971529671,6.080330160179486,0.2483279063719086,76.14056198110325,-93.21152990401558,0.8020932381947997,-3.5544279410689086,51.27705955391937,0.3847651755204067,54.0458434519434,-14.835056206263204,0.09516246103438497,40.38577367815378,17.67696908502616,0.8310772708355361,29.384012257390822,63.533432985526105
31,29.448198536976747,22.759570060642446,67.87985673744228,-65.04937249640093,-92.31661643606476,-12.49743077060046,48.530388509509265,71.93659529564172,-32.46699751681067,-34.21137167579367,89.68500636517985,52.45965849282288,0.5696373746326268,0.0,0.7254072085786719,0.0,0.0,0.5696373746326268,0.0,0.7254072085786719,0.7254072085786719,0.0,1.5308250983207787,0.0,0.0,0.7254072085786719,0.0,1.5308250983207787,0.7777432069236895,-87.4195866459698,70.80807378586843,0.9585424284205483,-76.78250963450452,-96.82938509215839,0.9683259177257507,65.12345359478141,-20.479527823039263,0.7791372337280333,-37.71722695612587,-7.84410232236597,0.6305442666257458,3.0923704643119407,-60.67133744408959,0.5296141533580593,56.17176711565784,41.32418047237431,0.8902492361206062,-61.32615662399672,19.33786964105404,0.1087985897760454,67.10915495832265,44.55368338666028
32,-62.410332867723305,18.171972866197166,94.82872778047516,23.145626056669812,65.63581784130128,-29.92241085962482,26.631411694825317,-57.76968144399104,116.60907625875211,-148.79665568554105,164.15673306442199,-153.65271148759564,0.9580178125,0.0,0.7998046875,0.0,0.0,0.9580178125,0.0,0.7998046875,0.7998046875,0.0,0.9580178125,0.0,0.0,0.7998046875,0.0,0.9580178125,0.0,-50.91023671924961,-4.235544958873987,1.0,-68.16186807951877,53.715535044204955,0.5,-2.121314499161599,43.42602620844286,0.5,-24.62717347103856,53.105137804510434,0.25,32.90388732464967,68.08369882570983,0.75,-23.66257752173182,30.9400044720295,0.0,-86.84421695366822,-99.1422277784644,1.0,-72.08944173051182,-49.94686301791369
33,23.523131401540724,-22.230044159649154,79.71723119258064,-64.28942660357113,-2.5334410466160193,56.740605158628256,86.37699331047031,-43.32539697947255,0.4645158638583131,0.024470231523961414,45.98707052197295,2.422552920872177,1.1411344000000006e-05,0.0,0.00013972305600000036,0.0,0.0,1.1411344000000006e-05,0.0,0.00013972305600000036,0.00013972305600000036,0.0,0.013842582544000021,0.0,0.0,0.00013972305600000036,0.0,0.013842582544000021,0.99,75.17377024258167,-93.64398936853587,0.99,90.27178900290579,-21.599320718965487,0.99,-91.78303046349639,-62.06848163750522,0.99,-90.47346368292663,6.126276449023123,0.99,51.1070868403059,-79.85955476578499,0.99,-41.37746418509991,-72.36553955673256,0.99,-63.87350686094872,-91.66147024934055,0.99,-40.972667665165496,50.76151156116455
